8765
40 40 39 44
84121 43 63 99 9
84128 90 51 12 84
18598 29 61 7 58
51376 11 26 22 3
51377 41 37 100 80
84144 94 15 14 74
18615 52 95 19 11
18623 34 73 24 44
18624 32 41 92 65
18625 92 23 30 1
84160 26 83 44 69
51395 66 25 77 7
84168 24 9 89 67
84174 66 75 44 20
51412 44 87 24 11
18645 88 98 77 78
51417 70 93 46 65
51420 75 28 50 11
84188 49 0 94 98
51422 87 52 0 9
84190 43 3 74 65
51433 31 100 27 87
84204 22 90 91 30
84205 5 60 87 14
84208 37 80 86 70
51441 75 4 71 40
84212 36 72 98 26
51446 77 66 87 97
51448 75 74 59 81
84218 65 23 38 80
51451 82 22 19 73
51456 62 95 91 77
51462 93 75 45 68
18695 53 91 64 80
51465 61 90 69 99
51469 32 62 1 65
51470 45 38 42 25
51474 74 12 53 38
51477 0 97 29 57
18720 67 38 43 65
84257 54 57 44 48
18725 91 18 93 81
18727 67 46 27 24
84263 92 65 96 53
51499 2 77 59 15
18732 12 22 62 74
84268 58 2 76 93
18742 37 50 94 66
18747 10 92 95 66
51518 99 16 71 0
84286 84 53 56 32
51519 32 69 33 99
18753 57 56 68 7
18755 94 43 85 81
18758 78 6 59 24
18764 35 62 100 92
18766 58 21 82 63
51537 94 62 45 44
51543 81 92 9 78
51553 28 45 87 91
51554 94 60 40 14
84321 11 73 69 91
84328 9 35 31 97
51570 37 87 51 6
51581 47 35 12 29
51582 1 2 51 30
84351 29 99 27 74
18818 33 6 59 0
84355 35 95 51 47
51588 70 96 90 33
84357 43 72 96 75
51589 51 60 51 82
51599 37 38 31 48
18833 77 36 59 7
84370 86 64 79 43
84373 24 14 4 83
84384 37 87 65 57
18852 81 96 84 92
51621 28 75 94 51
84400 86 77 58 87
84402 0 71 25 7
51634 9 19 89 74
51638 11 52 95 89
84415 79 51 65 21
18879 40 29 0 11
18883 32 75 55 64
51651 59 96 47 36
51653 85 86 39 17
84428 90 100 49 66
18893 73 97 71 42
18894 79 39 81 2
18896 72 57 80 0
84434 95 89 81 29
18902 34 72 61 23
51678 73 4 82 98
51689 65 7 36 82
18924 91 37 54 31
51708 69 44 25 48
18941 41 27 71 8
51718 18 54 27 84
84492 98 91 37 83
51727 97 72 12 22
84499 64 0 82 22
84511 36 66 87 81
84512 51 67 94 38
18976 30 39 30 31
84518 40 62 47 11
84530 22 47 57 6
84532 65 82 11 4
84534 59 100 38 15
51767 8 36 3 96
19002 84 78 5 19
84538 73 12 55 88
51775 68 92 78 66
19018 9 0 47 78
84557 60 97 88 54
51792 58 100 68 47
51796 87 97 99 57
84569 81 89 26 50
84587 18 86 93 17
19055 21 75 15 65
51823 98 93 13 0
51826 34 1 75 45
51827 88 5 99 29
51832 74 18 67 69
19066 78 86 38 49
84605 19 91 2 71
19071 94 47 73 67
19077 82 4 53 37
19078 32 24 96 96
84616 15 99 84 28
84628 38 8 40 18
84630 68 96 31 61
84631 51 3 58 23
51864 82 34 99 11
51865 67 88 44 55
51866 55 74 25 69
84637 66 52 95 82
84642 10 4 15 39
84645 91 70 23 55
84647 46 71 67 76
51882 73 82 35 25
84653 79 90 4 9
19122 92 76 74 1
84658 8 86 3 63
51892 83 78 21 83
84661 89 71 73 7
51890 41 80 87 36
51895 76 3 12 68
19134 94 69 42 48
51908 82 76 56 20
51917 73 85 21 0
51920 3 65 96 9
19157 40 92 85 3
51931 15 50 19 6
51940 36 85 7 47
19172 10 71 37 40
84710 94 12 20 4
51941 59 50 9 28
84718 50 32 3 40
84721 15 24 80 94
51954 97 63 45 70
84723 16 20 79 24
84726 53 20 42 72
19201 26 70 54 97
84743 26 81 83 82
84748 20 24 82 57
84754 85 5 57 28
51986 55 10 69 8
19218 95 82 48 11
51988 98 44 56 76
19224 46 75 65 81
19230 57 6 0 55
19237 86 27 31 4
84782 22 19 43 16
84783 58 64 11 46
19252 37 79 82 97
52020 14 22 67 8
84789 51 57 27 63
84791 15 63 88 53
52033 14 8 64 99
52034 65 5 4 64
84803 55 73 22 26
52037 12 8 84 66
84811 14 65 91 53
19276 89 2 75 6
84815 17 45 75 24
52047 17 47 7 46
84818 68 64 15 41
84821 34 37 13 7
52057 10 24 76 64
52064 13 58 93 10
84833 83 44 57 71
52066 8 27 36 5
52079 77 23 2 77
52087 30 88 50 80
19324 2 55 95 25
52094 66 98 17 68
19330 66 41 10 86
19332 56 15 65 39
84869 60 19 87 27
52102 81 8 13 93
52106 15 10 93 50
19340 68 33 84 77
84877 2 35 49 9
84883 11 14 47 28
19349 32 23 38 42
84889 66 91 61 91
19358 32 26 58 34
52127 52 63 67 80
84902 52 28 62 24
84903 3 98 40 20
52136 90 70 75 97
52142 25 17 91 72
52143 59 35 9 40
84913 27 96 46 93
52158 50 1 86 40
52162 24 49 56 15
19396 27 52 5 41
52169 88 16 84 53
19403 21 95 40 59
19407 36 13 46 40
52178 9 62 77 49
19411 31 30 23 32
52180 81 49 0 77
19413 59 87 80 67
19417 39 59 7 46
52191 5 28 67 38
19432 59 16 60 79
52203 31 33 67 72
52208 85 1 36 45
52209 64 96 11 2
84976 79 99 63 48
84981 76 59 18 42
84994 2 85 55 95
84998 98 41 43 25
52235 45 7 30 52
85007 38 47 92 20
52243 55 74 90 64
52245 61 6 5 62
52250 33 97 80 31
85018 16 51 48 45
52254 84 31 66 12
19488 56 88 30 47
52258 86 19 78 97
19493 37 34 51 71
52263 18 49 74 78
52267 92 41 50 99
19502 95 91 9 91
19504 43 8 6 42
52274 55 21 58 27
85045 23 86 77 25
19512 2 65 27 17
85048 62 61 71 61
19516 3 51 1 46
19519 6 79 83 9
19526 70 72 42 34
52306 74 24 58 97
85075 79 9 32 32
52311 29 57 57 57
19546 84 3 74 37
52320 43 13 37 31
19554 5 43 3 78
19562 61 30 73 32
85106 34 45 66 42
52347 83 46 41 60
19580 13 88 48 54
52350 3 62 93 32
19585 65 27 67 87
85124 34 53 65 85
85127 81 100 27 66
52368 18 79 100 41
19607 43 8 18 43
85144 67 57 0 98
85149 30 47 60 53
52391 29 50 39 62
52395 73 46 49 90
85165 6 3 98 41
85177 24 99 18 89
19641 33 95 7 55
19643 13 44 29 1
19644 13 65 15 74
85181 99 39 41 6
85184 22 57 75 99
52418 97 90 77 96
85186 100 21 85 54
85192 45 94 28 19
52427 18 91 15 18
19659 18 47 80 63
52431 26 6 36 65
85201 2 49 52 15
85206 42 51 75 40
19671 3 97 79 26
19681 88 62 97 14
19684 55 59 64 71
19689 4 37 96 86
19693 14 12 30 92
19705 73 29 76 33
19713 100 21 55 60
19717 53 80 61 68
19720 92 48 95 29
85258 35 76 81 36
85264 34 7 18 44
85265 78 38 51 39
85269 30 30 72 81
19734 66 33 25 84
19735 23 79 10 62
85283 71 98 0 86
85286 26 99 65 68
85287 2 40 19 62
85294 76 1 90 56
85308 53 81 5 66
52543 28 84 73 40
52548 11 34 97 25
85319 69 90 27 24
19786 43 91 88 9
85327 26 90 78 71
52564 64 8 35 13
85333 10 88 54 58
85335 14 94 89 63
19802 13 12 80 18
19807 55 72 65 29
19809 18 58 54 62
52578 89 54 3 70
85346 30 39 51 40
52589 5 49 68 100
52591 92 42 59 92
52597 18 26 88 15
19836 81 1 80 42
52604 3 21 56 84
52606 36 58 58 78
85373 20 54 18 92
19841 25 96 61 96
19842 93 39 28 8
52619 57 44 67 50
19853 100 20 47 60
85390 67 23 31 55
52626 73 48 50 1
52627 72 48 52 15
85402 98 75 20 47
52634 90 49 0 38
85404 21 90 78 80
19867 55 19 52 71
85405 55 56 1 35
19871 49 37 99 48
85412 70 0 6 2
85416 29 93 67 67
52654 37 83 18 13
19890 98 84 4 34
52664 25 2 4 20
19899 84 76 73 44
19901 55 95 0 45
52671 95 66 42 95
85441 3 19 18 15
85445 0 77 48 12
19910 9 89 35 76
52679 87 99 23 92
52678 38 88 47 31
19927 49 11 65 68
52698 80 42 46 68
19933 62 54 91 20
85474 16 80 85 17
85478 95 45 46 0
85480 98 15 19 38
19946 52 23 69 32
19957 50 73 99 89
52728 8 60 64 78
19962 5 89 18 98
52731 76 16 17 19
85500 60 51 52 80
85503 7 50 1 38
85504 17 42 74 16
19969 46 78 44 39
52741 10 87 100 2
19974 92 51 47 82
52742 59 63 76 33
85512 14 7 7 65
85518 78 37 81 40
19984 31 52 52 17
52753 78 10 66 82
19987 24 87 59 53
52760 32 95 8 70
52763 35 57 94 92
85531 0 2 63 17
85538 2 63 85 70
85548 48 43 3 66
20013 17 2 84 90
85553 80 14 18 13
85554 34 68 37 54
52790 91 20 61 13
20024 0 64 84 46
85562 24 2 100 75
20033 74 28 56 60
85575 36 34 59 20
85578 95 49 88 89
52810 51 18 43 87
52818 71 65 36 91
52823 8 75 60 38
85592 26 44 86 83
85601 21 75 15 33
85602 82 93 60 71
85607 43 41 84 5
52842 75 71 91 3
52845 75 33 16 79
20080 99 59 3 49
52856 72 96 71 87
20096 10 49 65 33
52867 19 4 23 82
20103 69 67 52 5
20104 70 82 30 60
85643 30 17 91 1
85649 23 57 30 69
52886 86 53 84 36
20120 22 69 96 28
52892 96 65 27 29
20129 46 6 53 53
85666 31 95 28 92
20131 75 30 85 76
52903 81 55 54 75
85675 49 31 68 86
52909 21 58 43 38
52914 95 90 14 86
85690 71 53 36 69
52935 94 99 68 63
52937 47 60 50 71
20170 77 32 54 1
52942 31 22 49 39
20177 37 69 84 53
85732 54 70 40 80
85735 1 95 9 87
20202 28 31 37 57
52975 75 88 13 44
85749 76 13 26 84
85756 25 88 29 58
20224 44 82 49 23
52996 39 82 46 72
20229 82 8 42 32
20232 71 56 5 52
53002 75 52 93 94
53003 76 47 23 92
20239 94 69 81 99
20244 21 17 56 100
53018 25 24 74 83
85788 31 28 77 47
20254 29 0 56 23
53030 92 83 31 52
20263 72 80 99 95
85804 54 95 6 40
53047 70 34 97 36
85820 86 93 89 22
53058 73 22 3 95
85829 97 11 35 80
20296 19 2 64 99
53066 24 81 10 78
85835 95 99 1 78
20302 85 44 54 40
53074 92 40 61 5
20309 0 54 56 61
53088 46 62 97 7
85861 80 99 25 72
85865 50 49 74 67
53098 100 89 19 25
53103 50 20 88 98
85871 41 87 91 84
85879 69 5 48 91
20343 57 41 46 77
85880 92 78 59 2
20352 7 32 79 9
53132 29 58 44 15
53135 36 52 43 0
85910 74 41 66 97
53144 25 50 45 51
85913 20 89 95 67
85916 76 13 17 51
20380 43 71 70 58
85923 49 82 84 13
53164 64 94 83 10
85933 16 36 80 36
53182 21 72 70 73
53188 7 5 33 49
20424 21 71 32 34
85963 77 80 27 51
53195 69 52 19 53
53200 61 36 100 39
20440 22 70 35 83
53233 24 73 33 99
53234 45 59 6 34
53238 10 2 27 29
53240 77 21 49 24
86009 2 44 43 11
20477 37 3 35 33
20480 36 76 86 95
53249 91 63 21 20
20485 39 6 63 81
53257 70 29 54 41
86027 73 20 0 24
20493 43 89 7 80
53265 61 89 4 2
20502 71 3 99 31
53274 28 79 12 64
86044 22 33 14 84
20509 43 54 23 64
86049 57 0 92 86
53282 26 19 90 8
86051 69 81 92 91
53288 58 29 24 86
20522 4 7 69 89
53295 38 38 89 70
86065 71 25 73 40
86066 37 84 86 18
86070 92 49 87 70
53303 57 50 42 25
20546 41 17 80 74
86084 84 52 40 92
20554 52 62 38 63
53323 37 27 78 66
53326 28 34 18 12
53328 84 65 53 89
86111 54 22 95 13
86112 18 13 14 93
20577 93 83 76 27
20578 41 17 2 80
86115 36 49 50 11
53348 77 46 1 74
86122 26 76 86 81
53357 54 37 96 49
20596 69 23 79 1
86134 16 44 0 62
20601 58 30 49 77
86140 34 69 63 32
20604 75 88 87 29
20606 60 79 14 72
20619 2 21 7 98
53390 39 39 91 27
20633 26 60 40 67
86174 96 26 40 70
86175 51 59 86 7
53409 53 12 32 2
20642 50 70 93 51
53412 67 60 44 48
20644 81 36 18 18
20651 18 99 17 14
20654 63 31 52 58
20659 31 77 79 94
86200 77 96 97 6
53436 35 0 63 51
86219 89 64 69 79
20691 35 30 80 39
53460 76 66 5 70
86234 93 40 44 50
20702 46 70 61 99
53470 38 69 32 15
53473 2 38 2 54
53475 48 62 4 56
20727 41 74 29 48
53498 8 53 87 27
20734 43 73 59 48
20735 55 73 72 62
53508 17 40 45 92
86286 80 86 99 78
20751 49 27 96 78
20753 1 29 42 9
86295 23 100 77 58
53529 23 14 28 66
20775 84 62 3 23
86312 53 31 4 97
86314 28 49 86 92
86315 89 85 36 19
53547 75 12 81 42
53550 21 45 26 47
20786 54 4 55 0
86323 3 70 46 62
20792 66 0 70 3
20796 72 59 3 58
20801 21 65 79 3
53577 3 94 65 24
20810 6 12 55 59
20812 85 35 64 87
20816 75 44 64 5
53590 89 46 5 24
86362 61 46 20 37
86364 72 29 19 35
53597 45 16 24 57
20837 92 0 5 23
20843 36 39 37 26
86381 12 12 64 63
53616 93 82 50 34
86390 97 75 56 39
53624 67 98 25 53
53629 72 0 63 34
86398 37 43 96 51
20862 65 77 80 3
53635 82 87 19 30
53636 31 50 61 26
20869 43 22 80 28
20870 93 94 61 15
53643 6 64 98 57
53650 35 5 89 51
20883 45 1 39 41
53655 54 57 14 57
86425 84 10 76 73
20895 36 53 41 43
53665 20 100 82 58
20899 38 88 88 92
20903 73 2 87 24
53675 27 15 48 18
53680 53 81 64 3
86450 33 37 19 7
86455 33 99 75 71
86456 8 10 7 46
53690 15 10 31 1
20922 39 0 63 73
86460 84 36 52 13
53694 99 48 28 17
53696 96 13 82 47
53697 36 14 18 52
20937 98 49 56 31
53708 23 28 68 86
53713 77 61 32 32
20947 10 3 10 89
53725 94 63 57 13
20961 23 9 27 0
53729 7 27 19 1
53733 69 66 73 94
53738 100 64 67 89
86508 92 37 30 80
86509 59 32 29 75
86510 9 50 15 93
53743 8 100 32 6
20982 58 23 57 88
53758 68 34 36 28
53766 18 35 92 3
21005 34 51 78 80
53777 77 44 60 20
53782 100 94 21 21
86555 25 65 72 36
21020 4 16 13 17
21019 51 83 26 20
53794 44 89 15 96
21027 38 29 39 79
53795 85 68 19 72
53802 9 2 2 62
21036 54 57 61 17
53807 17 86 55 2
86581 86 10 88 30
86582 64 44 72 93
53818 42 59 54 36
21057 90 74 72 39
86597 60 36 56 61
53831 4 9 73 76
86599 37 89 71 94
86602 92 72 0 46
53843 6 73 60 92
53845 81 99 35 84
21078 9 23 8 86
53847 72 98 49 92
86616 74 99 79 46
21079 9 40 91 5
21083 80 24 48 82
86621 3 14 65 40
21088 95 61 21 33
86624 81 98 80 95
86638 51 21 82 99
53880 70 37 88 44
21114 14 15 22 66
53884 46 89 78 28
53885 79 1 81 99
53889 1 23 17 3
86658 15 73 86 9
86660 79 82 50 72
21132 50 56 85 73
53902 59 79 39 40
53912 62 34 25 64
21147 67 8 7 47
86684 31 85 33 61
53926 97 16 7 12
21158 79 52 63 1
86704 87 24 77 35
53936 8 32 85 40
21175 59 37 98 96
53946 96 78 12 92
53947 22 22 64 57
53948 63 67 92 70
86720 48 76 47 32
53953 16 42 33 63
21188 53 40 9 97
86728 74 31 66 28
21197 4 29 64 95
53966 14 83 44 97
21201 50 97 76 25
53971 90 22 87 64
53979 3 4 64 31
21215 94 97 9 58
21216 23 55 52 78
86753 5 51 84 49
21229 41 96 90 97
21230 99 54 31 93
86771 27 26 62 50
54009 38 96 88 42
54023 71 81 96 23
54027 58 76 52 67
21262 17 41 21 1
86804 29 14 43 68
21269 32 100 27 69
21268 43 72 7 47
86811 0 99 43 76
54043 17 47 78 70
54051 8 70 55 62
21285 34 98 71 94
86829 19 0 15 4
21298 80 10 26 32
21299 20 84 57 83
86835 82 44 18 18
86839 22 14 92 14
21303 17 53 82 59
21309 49 10 30 9
54078 90 46 76 76
86845 73 38 27 50
21314 94 44 16 26
21320 6 72 0 39
21324 38 92 17 32
86874 13 68 63 68
21338 49 53 24 40
86876 53 75 72 81
21342 55 43 2 96
86881 88 6 86 53
86885 79 17 5 54
86896 45 30 12 64
54132 28 97 15 69
86902 100 0 59 22
21376 44 63 93 84
54152 28 25 24 27
21385 60 10 19 25
54157 87 20 89 57
86926 21 34 36 36
21397 99 27 32 60
21398 32 84 59 80
21402 53 21 68 86
21403 18 34 92 43
86940 42 52 92 44
54179 32 62 65 70
54187 67 57 26 9
21424 58 91 95 87
86981 2 19 20 6
21446 43 55 26 58
54216 2 64 44 35
86992 37 43 74 13
21457 15 57 58 31
54232 26 52 19 9
54236 46 12 100 21
54238 5 10 30 47
54239 34 65 29 19
87011 20 96 80 4
54244 88 14 53 45
87012 70 56 52 57
21480 60 65 94 74
54249 66 69 98 3
87018 15 41 84 48
87020 40 42 27 80
21490 81 29 65 0
21491 2 76 63 88
87033 95 4 33 78
54265 35 6 5 86
54268 42 71 52 46
21504 58 81 97 97
87040 34 46 50 42
21510 44 97 15 56
54283 2 87 53 28
21519 22 100 31 56
87056 59 7 10 82
54288 8 71 43 3
54291 9 88 82 11
21525 0 37 43 34
54293 15 8 82 65
54295 39 55 17 9
87065 88 17 85 25
54300 37 15 3 35
87070 76 65 20 77
54307 6 32 48 81
87078 56 3 33 91
54312 21 74 31 77
54316 38 46 62 74
21551 47 94 9 13
54321 70 69 70 61
87090 21 49 30 36
54323 5 52 14 27
21555 50 36 30 73
87100 69 34 87 95
21569 32 13 49 88
87112 77 58 7 37
21576 72 93 44 54
54350 44 60 73 43
87123 99 5 30 37
21591 31 99 65 33
87130 38 62 15 78
87131 46 91 37 15
21596 73 37 9 23
87132 98 40 40 79
87134 69 3 41 33
54367 27 33 11 44
21601 29 52 37 6
21602 33 30 59 63
54371 68 20 70 3
54373 59 42 77 2
87142 72 20 97 19
54376 0 73 89 89
54377 5 46 38 60
21611 22 86 32 75
21612 84 34 40 19
21615 77 60 34 87
21616 40 34 70 87
87152 54 69 53 39
21620 59 9 58 24
87159 12 7 37 74
54393 42 97 84 96
87170 37 62 65 14
87171 16 75 16 96
21635 75 77 97 11
87175 23 59 39 6
54410 40 30 90 81
54411 80 54 44 24
54414 71 35 24 16
21651 40 37 44 64
21653 35 47 43 56
54429 76 40 97 39
87200 47 25 8 66
54438 7 16 52 44
54444 94 62 37 30
54445 63 70 56 36
87216 61 77 88 11
54450 28 51 71 74
54453 63 16 50 24
21689 96 52 85 73
87237 54 15 0 10
54476 30 7 26 34
21714 18 22 60 23
54485 70 70 52 65
87254 57 41 18 96
21727 55 79 67 57
21731 62 49 88 5
87269 20 58 82 93
21737 57 18 8 2
21743 74 29 94 67
54514 78 54 95 28
54520 82 48 77 6
54525 48 40 80 74
21758 12 87 80 46
87304 54 80 31 71
87315 55 27 19 31
21783 60 57 36 55
87323 4 90 5 93
54559 1 11 77 31
21792 87 21 91 52
87331 17 84 19 44
21797 25 48 53 93
21800 89 26 3 22
21801 81 89 80 38
87340 65 43 69 64
54573 50 49 34 79
21815 16 45 14 61
21822 84 29 52 89
21823 56 49 43 56
54594 53 3 98 92
87363 12 67 93 4
21828 86 47 49 66
87368 4 56 48 89
21843 7 45 87 64
54614 71 47 75 83
87385 73 43 67 20
21849 11 6 64 24
54619 64 16 4 62
87388 79 98 64 8
21852 53 98 29 14
21851 64 98 86 100
21864 5 10 98 82
87410 20 76 63 34
54644 27 47 74 30
21877 57 0 96 17
54647 61 73 52 63
21880 89 64 89 72
87417 81 11 19 11
21879 75 35 98 42
21881 16 46 52 47
54649 38 31 100 77
54655 64 58 80 75
87428 5 44 13 77
54661 64 77 1 78
87433 99 87 38 87
87434 52 54 95 100
54672 4 62 41 31
87443 66 81 77 30
87447 44 69 30 8
21918 94 20 36 62
87454 84 100 84 4
87457 32 1 33 3
21926 90 54 63 74
21927 51 41 35 52
21930 84 62 6 30
54699 46 49 46 91
54698 52 83 67 71
21934 12 13 39 49
87473 80 3 95 5
87476 59 5 78 49
21946 34 2 46 5
87485 3 40 19 7
21951 93 100 60 39
87489 31 66 97 97
21966 87 67 6 86
21968 37 74 50 48
54738 66 33 26 28
21971 15 66 67 12
21973 16 47 60 87
21978 65 32 58 92
87515 88 20 44 39
54757 7 85 57 38
87532 79 89 8 61
22000 71 45 17 7
22001 94 14 48 31
22005 15 15 28 34
87542 73 52 3 90
54784 14 55 28 17
87553 21 64 4 96
54787 89 69 10 70
87556 36 84 10 71
22020 9 3 80 90
87558 91 25 57 51
54798 84 47 12 56
22041 25 98 69 41
22042 46 21 80 15
87578 26 77 97 99
54814 27 57 1 84
87584 15 8 68 90
22048 28 12 3 68
54818 10 13 45 60
87587 17 79 53 14
54820 33 46 44 58
87600 48 34 44 97
87603 9 90 84 57
22067 95 26 27 68
54837 30 99 57 44
22071 48 81 71 52
22075 55 47 56 24
22076 40 93 30 42
22081 91 2 60 79
87621 32 35 71 6
54860 33 8 40 14
87628 3 80 78 96
22092 26 77 18 77
87633 65 14 45 23
54873 62 28 94 0
22110 58 29 27 48
87658 43 49 27 90
54892 50 43 71 52
87663 7 73 30 82
22131 53 72 66 25
54903 40 93 97 20
54910 17 53 64 10
22143 70 50 54 78
54913 32 18 70 40
22146 49 16 24 43
87687 58 72 62 27
87697 99 94 1 62
87710 18 13 20 91
54943 77 20 55 22
87712 96 51 84 25
22177 4 10 90 93
22179 94 58 86 68
22182 5 13 49 4
22189 41 52 20 25
22195 11 89 79 28
87738 81 69 90 90
87747 39 5 19 24
22213 92 81 13 60
54985 2 19 84 75
22221 3 30 15 71
87761 8 22 7 95
22238 71 41 70 79
55009 8 68 31 65
87778 42 26 37 61
22242 4 31 66 21
55011 33 34 35 27
22245 35 91 57 40
55016 81 27 56 46
87789 4 21 35 12
55023 86 41 49 64
87792 8 6 38 46
55041 71 99 25 85
22277 82 63 40 3
55045 0 86 9 76
87815 53 98 62 78
87820 71 42 49 14
22285 1 93 59 20
55058 71 98 96 39
87828 52 75 69 54
22293 78 32 83 28
55071 45 38 69 29
87840 78 70 48 80
87846 59 1 70 53
55079 60 80 44 37
22310 16 11 44 19
22313 78 69 64 93
87855 96 72 29 6
87861 50 59 81 70
55098 57 93 45 86
87869 46 68 99 63
55110 11 97 19 24
22350 75 21 94 11
55123 77 87 18 30
87892 74 32 36 89
55126 31 92 3 83
87902 90 86 45 3
55144 2 51 36 4
22377 9 67 55 20
87912 38 63 47 86
22389 51 95 72 52
22394 91 93 26 16
55175 6 36 20 49
22407 86 2 80 4
22411 40 52 18 84
87950 91 10 95 64
22415 67 13 32 59
55185 79 20 8 13
87962 18 50 93 38
55197 10 92 76 33
87974 33 96 66 63
22440 1 29 33 66
87986 34 34 0 74
87993 65 4 85 12
55227 61 86 64 73
55228 50 86 61 76
22469 90 14 63 28
55239 44 20 25 99
55240 35 36 91 69
88009 23 9 60 10
55243 59 88 50 47
88017 0 52 82 81
88022 35 32 51 12
55255 73 31 76 0
88030 35 47 88 9
88033 57 74 83 71
88041 88 78 90 90
22507 71 94 11 3
55280 86 72 22 75
88054 58 32 75 16
22518 3 5 36 56
55297 14 100 20 87
22532 1 80 6 91
55301 11 39 83 47
22534 48 72 54 84
55302 75 65 24 15
88074 63 31 76 39
88076 5 59 25 100
88077 63 10 41 32
22553 27 14 44 10
55323 88 86 13 3
55325 46 94 32 42
22558 61 21 86 94
22559 45 16 15 41
88100 98 73 71 84
88102 53 27 12 44
88111 84 40 100 70
55350 95 8 30 19
88119 29 58 59 9
55356 86 27 92 58
22593 18 27 13 1
55369 6 20 53 44
55375 62 84 62 54
55385 76 46 92 65
55386 2 92 0 98
55387 1 58 56 34
22619 52 33 33 61
55394 8 12 15 78
55400 22 13 43 86
22637 35 24 77 81
55412 88 43 13 1
55413 95 73 69 3
88181 27 20 14 78
55420 8 35 85 75
22658 0 55 43 82
22663 36 84 94 5
55437 77 70 30 33
55445 61 0 96 54
88214 65 32 89 14
22677 72 59 50 35
22682 82 21 56 34
55451 25 32 11 86
88223 38 30 49 89
22688 83 21 18 15
55457 74 35 22 87
55460 54 36 11 24
22696 64 52 20 2
88235 80 73 73 18
55467 44 96 94 97
55479 27 4 26 46
88251 19 6 14 96
22718 82 65 7 96
22721 10 37 49 77
88267 40 37 88 19
22735 5 52 8 95
88272 32 11 46 80
55515 99 66 99 14
22752 18 98 75 85
88298 23 23 93 33
22762 53 52 15 76
22765 23 61 49 54
55535 98 88 22 38
88304 42 31 36 35
55538 38 80 34 21
55539 1 94 69 45
22772 4 65 27 31
88308 10 70 41 31
22776 99 66 62 23
88314 62 25 34 40
22779 86 5 58 100
55548 30 78 74 28
88320 90 72 62 82
88327 3 91 0 16
55568 58 5 36 17
22803 57 12 0 46
22805 77 21 31 52
88341 73 84 41 46
55574 47 60 53 63
55576 83 28 56 36
22810 37 67 89 29
55579 37 74 35 25
55584 86 86 41 96
88354 87 52 19 6
88360 64 96 2 40
55597 73 51 54 88
88371 86 2 98 15
55604 42 53 74 26
88373 77 19 93 11
22844 36 34 47 59
55617 91 23 28 79
88387 86 97 83 99
22851 98 59 20 9
88392 82 55 58 29
22857 76 38 45 96
55630 70 71 48 66
22863 92 64 56 1
88399 33 27 90 25
88413 47 66 85 69
88414 100 42 25 90
55646 71 86 28 65
22880 68 76 84 50
55649 43 41 60 5
88417 76 4 1 96
88419 50 43 81 57
55655 88 36 76 58
88425 16 72 47 39
22895 2 30 5 41
88433 79 49 20 88
88435 16 25 76 93
55668 19 100 22 3
88440 16 91 2 35
22912 37 20 94 44
22925 17 90 80 7
22928 28 78 92 92
22934 93 28 78 84
55704 27 95 99 1
22936 31 35 78 26
88479 63 8 39 22
88480 83 91 7 43
22949 84 95 47 66
55740 78 30 57 94
22976 33 28 51 8
22979 51 55 8 16
22988 78 1 45 44
88526 15 15 74 10
88530 11 24 56 65
23001 96 75 48 93
88539 86 87 93 89
23038 46 59 97 91
88576 24 84 21 28
23044 86 99 92 84
88584 23 98 85 26
55827 6 39 34 47
23066 31 75 7 47
55835 9 35 49 79
55837 21 18 58 17
88611 13 48 54 12
88616 0 76 67 58
55849 59 25 10 47
88618 68 29 56 97
23088 26 25 92 69
23089 97 68 100 79
88629 23 53 39 0
88630 2 91 83 73
88634 28 7 100 7
55869 91 27 88 52
88638 25 92 72 73
55873 87 87 48 87
23116 11 13 20 59
23124 46 72 24 86
55908 82 46 82 76
88684 25 4 89 97
88685 81 19 90 5
88692 54 53 75 90
55926 1 35 9 28
23166 18 91 25 38
88704 55 96 93 58
23168 94 93 48 23
23170 66 17 65 99
23173 95 11 79 2
23176 26 14 25 75
55956 92 99 57 10
23194 35 72 98 6
23198 23 80 86 2
55966 20 62 5 30
23201 23 50 88 40
88739 66 64 96 10
55971 11 95 63 64
88747 25 63 63 98
55981 14 87 37 65
55985 26 70 4 83
23218 81 47 100 75
23219 26 83 83 65
88758 17 89 52 11
23229 68 94 21 81
56000 77 0 61 67
23238 44 28 75 72
56006 21 100 73 15
56009 89 8 7 51
88777 12 91 18 1
23241 58 46 21 5
23248 70 100 86 45
56020 11 11 6 35
88793 37 74 42 26
23267 73 25 34 89
23274 68 91 70 6
88811 52 25 58 65
88812 26 24 32 75
88823 68 32 10 66
56057 68 0 40 12
56061 48 51 43 11
23294 43 95 83 2
88829 15 7 24 8
56064 81 2 93 32
23303 38 68 22 46
88842 21 54 13 19
23309 73 49 94 88
56084 47 70 44 15
56087 35 89 2 53
88855 94 3 21 73
88857 13 48 92 69
56090 14 52 79 10
23327 7 41 36 45
56104 36 96 40 25
23337 12 23 61 55
88875 86 96 36 17
23341 0 31 28 73
88878 90 33 4 76
23357 30 49 0 29
23358 94 77 23 16
88902 17 99 81 50
88904 57 11 74 89
23371 33 62 53 37
23374 55 24 39 57
88915 48 66 33 14
88922 32 44 91 2
56157 98 39 91 97
56158 27 71 11 25
23391 90 51 94 6
23394 22 53 28 95
88937 97 37 54 40
56173 30 96 65 45
88943 5 80 20 62
88945 97 71 26 97
23433 85 65 71 8
23436 57 95 10 13
88973 0 55 68 43
